split,image_id,file_name,source_split,source_file_name,source_group,sha256,positive,annotations,small_boxes,medium_boxes,large_boxes
train,309,aircraft_surface_damage_crack_v2_0000309.jpg,train,20220424_140654_028_jpg.rf.a29005aa554b9c1693866e93e175aa23.jpg,20220424_140654_028,562e925a7cc629ab1b564be7175dab5257937eec52cfe331029a6bb1ae65edb2,0,0,0,0,0
train,310,aircraft_surface_damage_crack_v2_0000310.jpg,train,20220424_140654_029_jpg.rf.40232f534f3878567be24876ef8f6a5b.jpg,20220424_140654_029,ae0cfbf9f9624b4a6b020f050306bcf1c76000c6793049f7f238429d5a7a7b21,0,0,0,0,0
train,311,aircraft_surface_damage_crack_v2_0000311.jpg,train,20220424_140654_029_jpg.rf.8673ef4a1667e0d52089776bdd5f2ee4.jpg,20220424_140654_029,6db6f9c25eb27583eaa96bb4c91ce7702ff1478c838bc188bff543cd73727f2b,0,0,0,0,0
train,312,aircraft_surface_damage_crack_v2_0000312.jpg,train,20220424_140654_029_jpg.rf.bf477607c614609d4f5517d990fae681.jpg,20220424_140654_029,4173b13597e374ce6e29a60be6ede164a2cfe2f209499cb2e55da48fe2343c34,0,0,0,0,0
train,313,aircraft_surface_damage_crack_v2_0000313.jpg,train,20220424_140654_030_jpg.rf.517dd938e0418e4d1e6fe393bb9657d5.jpg,20220424_140654_030,f88d7fe9b5ee9959f174272bf802e07283b3d62bf02b3f2fc907ce8e8355406b,0,0,0,0,0
train,314,aircraft_surface_damage_crack_v2_0000314.jpg,train,20220424_140654_030_jpg.rf.5fc695d9db7a56ac98f094cd669a3ffe.jpg,20220424_140654_030,881d075728ca30ecb45957674bbe27d548d53a0f9ad9cf7f09057e3f173abe12,0,0,0,0,0
train,315,aircraft_surface_damage_crack_v2_0000315.jpg,train,20220424_140654_030_jpg.rf.e6aa6ee5a3af12e74f8e5efb2d1f52fc.jpg,20220424_140654_030,7c7134c085879f3f802a254b1847d27ba07946292616f10c3125174da6e15453,0,0,0,0,0
train,316,aircraft_surface_damage_crack_v2_0000316.jpg,train,20220424_140702_001_jpg.rf.160807b7804a9859786f1a5f21077159.jpg,20220424_140702_001,074aa1bf7a55d74d04db0bdd07aa327beb8ca0ee4c4cbad126e45b81497e207c,0,0,0,0,0
train,317,aircraft_surface_damage_crack_v2_0000317.jpg,train,20220424_140702_001_jpg.rf.4b1779ca981b2807915e4eecacd6455e.jpg,20220424_140702_001,d0ffb3b528222d6b93b580cd831edeaf3e5a9f80adec2d335e8a1fd8cff1f2d1,0,0,0,0,0
train,318,aircraft_surface_damage_crack_v2_0000318.jpg,train,20220424_140702_001_jpg.rf.be8bbbfeaf6fa7d4191c8d8e26fcdf9b.jpg,20220424_140702_001,dd608766ceab0a4ab6956896d97224a217ea3eb7f8ed3b555e78561a8b2fb473,0,0,0,0,0
train,319,aircraft_surface_damage_crack_v2_0000319.jpg,train,20220424_140702_002_jpg.rf.1233b615bd37f4ae6f5f0afa9a46788c.jpg,20220424_140702_002,059f730ea9581068d6abff253624ddb7bcb9668f5a269cae6631b4bd8ef1abe1,0,0,0,0,0
train,320,aircraft_surface_damage_crack_v2_0000320.jpg,train,20220424_140702_002_jpg.rf.ad848645037ab90cc9f31073e891fe0c.jpg,20220424_140702_002,fda69084803e5ab0baff70e61c57f3b1cdde3b22ac0e2174a4a94be4082f170d,0,0,0,0,0
train,321,aircraft_surface_damage_crack_v2_0000321.jpg,train,20220424_140702_002_jpg.rf.d98a400911ae9117236f50f9de1afe17.jpg,20220424_140702_002,5ec56de86c115f2a4ca961c53b8b6d66552916b3a01d7e113dd928543515e853,0,0,0,0,0
train,322,aircraft_surface_damage_crack_v2_0000322.jpg,train,20220424_140702_003_jpg.rf.1132d8e42341674ba652e29c50a604bf.jpg,20220424_140702_003,fd29d7b67a34433cce59c4fa57c71d7a3223382f47fbb50789d333232a1aae86,0,0,0,0,0
train,323,aircraft_surface_damage_crack_v2_0000323.jpg,train,20220424_140702_003_jpg.rf.4cee84bfee163e0c3265d725fcf47285.jpg,20220424_140702_003,86a7946a9709de24690486fc26bc0e7ebece3aa8bbcee59299f503db66fc04ff,0,0,0,0,0
train,324,aircraft_surface_damage_crack_v2_0000324.jpg,train,20220424_140702_003_jpg.rf.ebbcb5ff46ae52e15d72290863ceeb28.jpg,20220424_140702_003,c7bcabfdea5483c984939830ea3ff504d1d096062984bcc916e225f1f45aca5f,0,0,0,0,0
train,325,aircraft_surface_damage_crack_v2_0000325.jpg,train,20220424_140702_004_jpg.rf.700d32842c635a4249f914231b98f89a.jpg,20220424_140702_004,f46d80045c08fae11cb256cd54490974ea308350a28dedacf5eb610d03ed15bc,0,0,0,0,0
train,326,aircraft_surface_damage_crack_v2_0000326.jpg,train,20220424_140702_004_jpg.rf.7268fc9ae6edcb48895834b3d1817b6b.jpg,20220424_140702_004,f65e0c024ce2874105e373f276196a685f951154cfc14bae072db66894459503,0,0,0,0,0
train,327,aircraft_surface_damage_crack_v2_0000327.jpg,train,20220424_140702_004_jpg.rf.d56ad73032e56e474012c4a30b06cd89.jpg,20220424_140702_004,602f4d057d7252300ac23403e1751d6992183de47ff15b00876430f0df88bb73,0,0,0,0,0
train,328,aircraft_surface_damage_crack_v2_0000328.jpg,train,20220424_140702_005_jpg.rf.079f59e62e65c7f5eb80f4c057350adf.jpg,20220424_140702_005,a246565c7a3ca24a44fce19de74f47bc30870531f221f986ba7853694745910e,0,0,0,0,0
train,329,aircraft_surface_damage_crack_v2_0000329.jpg,train,20220424_140702_005_jpg.rf.36da38c05d7f490a414779bf9b6c1407.jpg,20220424_140702_005,bbc5149afd48548efe885076155d17912b0fee6979d87a48ed7f4b2a876455e2,0,0,0,0,0
train,330,aircraft_surface_damage_crack_v2_0000330.jpg,train,20220424_140702_005_jpg.rf.bbd27aea9438bcb652c1b6da336d6446.jpg,20220424_140702_005,3864142d0add947dc087f8ade7b7ba084dc102c5014a505203dd79d24e77ef56,0,0,0,0,0
train,331,aircraft_surface_damage_crack_v2_0000331.jpg,train,20220424_140702_006_jpg.rf.96142b295a85f0c1a2d93ad25f4bad3e.jpg,20220424_140702_006,752c8b7be54c8903a4c2437176f0671de417c5eac963bf128cb9ccd191e4a0dd,0,0,0,0,0
train,332,aircraft_surface_damage_crack_v2_0000332.jpg,train,20220424_140702_006_jpg.rf.9dfb7d4a630ccb964b7e8a9229a6e2da.jpg,20220424_140702_006,415357cc8a8bc11a918ded2d68109a9a591cf00703257cf790427db9f4ca282d,0,0,0,0,0
train,333,aircraft_surface_damage_crack_v2_0000333.jpg,train,20220424_140702_006_jpg.rf.f4d73fad696808899862bec668a33aa3.jpg,20220424_140702_006,04d0c14646040b7aa31695f04ea11c9a4586aaf664afaaf7d23c92dbe7a33574,0,0,0,0,0
train,334,aircraft_surface_damage_crack_v2_0000334.jpg,train,20220424_140702_007_jpg.rf.6f2b847ca30b74f9f9d5b5817c7c4475.jpg,20220424_140702_007,ab762b0f6da712dee4568bec34a9684f83a4abdca6da3fc0e0aff07d1aa36ae2,0,0,0,0,0
train,335,aircraft_surface_damage_crack_v2_0000335.jpg,train,20220424_140702_007_jpg.rf.85da67be5948bde26252ab43fc31e706.jpg,20220424_140702_007,c96a02454d5f69ed0a0ef48d36ba7227ed44c11a6775917e716cffd36dfe16f9,0,0,0,0,0
train,336,aircraft_surface_damage_crack_v2_0000336.jpg,train,20220424_140702_007_jpg.rf.c474f62567c77f59f665327912d94e73.jpg,20220424_140702_007,8764b137de34a90dd328bbf35c857945c21a4b33770fd28b7bc4d2024a29e125,0,0,0,0,0
train,337,aircraft_surface_damage_crack_v2_0000337.jpg,train,20220424_140702_008_jpg.rf.05ac494b7e06c8f7ed30fe0068987264.jpg,20220424_140702_008,2c3d0a0cb3ed6c31c6ca56b0ee3a60ea92b42caad5b43dac8361c0e449ceeae3,0,0,0,0,0
train,338,aircraft_surface_damage_crack_v2_0000338.jpg,train,20220424_140702_008_jpg.rf.c046164c1b703dd2697c450d2f572aa3.jpg,20220424_140702_008,a607a739ff8f20da74e66cfb442954c9ae541f227438171046458b29eb46fac9,0,0,0,0,0
train,339,aircraft_surface_damage_crack_v2_0000339.jpg,train,20220424_140702_008_jpg.rf.e6d5d738209f5d07e97ad4760361dfb6.jpg,20220424_140702_008,287a595290dc0208dc19b4b862392d9ed8e6156c587482c8017f5f8a79498516,0,0,0,0,0
train,340,aircraft_surface_damage_crack_v2_0000340.jpg,train,20220424_140702_009_jpg.rf.30b837df6ce9ecb09507de095d31a259.jpg,20220424_140702_009,cf9ca0f04231bcc72055e43a04684cf93378ce736a3df236991a5ac2c80227d6,0,0,0,0,0
train,341,aircraft_surface_damage_crack_v2_0000341.jpg,train,20220424_140702_009_jpg.rf.6c707ab0a4b12f91790dd95ad4e3eb31.jpg,20220424_140702_009,6063a0e464cf64378d9aca1a84af3cf3e55f35b2f80961e5fbc062b25b7ea77f,0,0,0,0,0
train,342,aircraft_surface_damage_crack_v2_0000342.jpg,train,20220424_140702_009_jpg.rf.a2dcace42f95a456fb95d853759be841.jpg,20220424_140702_009,fa669d065261897d6f904f2a6c2a1b4222c3d5338565993fd32efbf91c03758a,0,0,0,0,0
train,343,aircraft_surface_damage_crack_v2_0000343.jpg,train,20220424_140702_010_jpg.rf.2b0b63812afe6b50a9600cb7077ed369.jpg,20220424_140702_010,e3a0869be57a588fe0fd233ccc68971d3ecf82fdc13737d01deee926894db372,0,0,0,0,0
train,344,aircraft_surface_damage_crack_v2_0000344.jpg,train,20220424_140702_010_jpg.rf.2d1ee847a8798e9c386cfd427ca81174.jpg,20220424_140702_010,f001a98872579e7312e93f1b0b57ef8c7d701298f326a6e113cbb243ab82980e,0,0,0,0,0
train,345,aircraft_surface_damage_crack_v2_0000345.jpg,train,20220424_140702_010_jpg.rf.e08f7dde68a3e004292fa6243f0fab13.jpg,20220424_140702_010,f69c7a677192ca32cf3d096e41bcbd65ad359410076166b50f1241ae99bc540d,0,0,0,0,0
train,346,aircraft_surface_damage_crack_v2_0000346.jpg,train,20220424_140702_011_jpg.rf.092cdf58acd32eef8f98bed286264490.jpg,20220424_140702_011,40c75b3527f77750f1395f423b0bfc80e99f2bab28d5183be43001ae5e9d4f78,0,0,0,0,0
train,347,aircraft_surface_damage_crack_v2_0000347.jpg,train,20220424_140702_011_jpg.rf.44fd2dc33b1047e64c96f6605a597e72.jpg,20220424_140702_011,845016b32de008e7e60054ae2941bd8781a87db93579ef967c281caf00cee6db,0,0,0,0,0
train,348,aircraft_surface_damage_crack_v2_0000348.jpg,train,20220424_140702_011_jpg.rf.b7139306260c338555de8d8fff168198.jpg,20220424_140702_011,2404accb85dfd774dca59aea92e2f951b39bbcc614b6046170690fb3c4ae4f64,0,0,0,0,0
train,349,aircraft_surface_damage_crack_v2_0000349.jpg,train,20220424_140702_017_jpg.rf.7dcfd83e581f8d9908a08e29826f7103.jpg,20220424_140702_017,d026ee4c65da0bbc55d6539e6109827d98f705bbd4668209b90ffffa33755e89,0,0,0,0,0
train,350,aircraft_surface_damage_crack_v2_0000350.jpg,train,20220424_140702_017_jpg.rf.90490ffc55338c43cb698b03758cfe9b.jpg,20220424_140702_017,846e535bbd1bf76921631d70d0677f6b0fcb0a65fe643e921ea3968d4ab24ac8,0,0,0,0,0
train,351,aircraft_surface_damage_crack_v2_0000351.jpg,train,20220424_140702_017_jpg.rf.cecf47e12019b622f7c019569ae4e304.jpg,20220424_140702_017,543678beb471ae702f22ecaf15a967538bde06619620a4b799b74069a64bbf1f,0,0,0,0,0
train,352,aircraft_surface_damage_crack_v2_0000352.jpg,train,20220424_140702_018_jpg.rf.59ad93bdb55c68ef90890aa20a95493f.jpg,20220424_140702_018,f3b87c44843919988d5d43c21718410f267d8eadfec64add3336446eac82b3d7,0,0,0,0,0
train,353,aircraft_surface_damage_crack_v2_0000353.jpg,train,20220424_140702_018_jpg.rf.a1b66e21da9019640890949d904aa95a.jpg,20220424_140702_018,ac4288356ca76b67649deaf3cdb631fc4341686fd99e301a98fa2622b0055309,0,0,0,0,0
train,354,aircraft_surface_damage_crack_v2_0000354.jpg,train,20220424_140702_018_jpg.rf.ac03b7b3744eab1a0be6675e774d13e1.jpg,20220424_140702_018,da1be50d48dfc0bc28cab9e97f7a09e1981b0e8c1c77bed3f31c20f9292cd6b4,0,0,0,0,0
train,355,aircraft_surface_damage_crack_v2_0000355.jpg,train,20220424_140702_019_jpg.rf.047f015dd10c20f3dd6c25f6c22641d8.jpg,20220424_140702_019,60e958b4cfe1089770b02025af489cfb12ff5953426878acf31e5d717e5c1b2f,0,0,0,0,0
train,356,aircraft_surface_damage_crack_v2_0000356.jpg,train,20220424_140702_019_jpg.rf.81ad19662b1cc2d7d5f18c48806ad180.jpg,20220424_140702_019,93996e127219ba034c1675987fa6b583d524508b27f40530a68afc41c5da829d,0,0,0,0,0
train,357,aircraft_surface_damage_crack_v2_0000357.jpg,train,20220424_140702_019_jpg.rf.b496f6d37c7b92154bb4b4bb0316c1d7.jpg,20220424_140702_019,2944d57b2dba589c4b188ae42fcd74b1798034410dca177aad6603be5160c7a5,0,0,0,0,0
train,358,aircraft_surface_damage_crack_v2_0000358.jpg,train,20220424_140702_020_jpg.rf.35b2bab1675c682c365102050decee67.jpg,20220424_140702_020,5ec0f714a4eb173561f6f67c616bd0c82f4ca0c2fc89e277cf47c94f65f31f87,0,0,0,0,0
train,359,aircraft_surface_damage_crack_v2_0000359.jpg,train,20220424_140702_020_jpg.rf.494f359d83f8fa3da8ab157b9d4f10d6.jpg,20220424_140702_020,d182be0e49af32d66292281b192666e04761052ac39caa2115e9962dc21b4219,0,0,0,0,0
train,360,aircraft_surface_damage_crack_v2_0000360.jpg,train,20220424_140702_020_jpg.rf.f895d3cfdb989b8dcb53695bde8729d2.jpg,20220424_140702_020,5ac60e8e5ea6ebfdb3947d9fe31dd3e2304f10cd366e6b17c69e481c22c48b94,0,0,0,0,0
train,361,aircraft_surface_damage_crack_v2_0000361.jpg,train,20220424_140702_021_jpg.rf.74dcc94123a694a29c33c40e58c89c60.jpg,20220424_140702_021,9dfc415fb6e782f68c44432dc73c8bb810091e8a3938fe0a6625ef6a4646ba54,0,0,0,0,0
train,362,aircraft_surface_damage_crack_v2_0000362.jpg,train,20220424_140702_021_jpg.rf.b87b4a1c18c81d9138c2bbc702820759.jpg,20220424_140702_021,f1e048911d82fb947eac7b1741dfe2cdb48cbd43660562ad75c0da9297b4d625,0,0,0,0,0
train,363,aircraft_surface_damage_crack_v2_0000363.jpg,train,20220424_140702_021_jpg.rf.e2476104acd9261bbcd485b684d0505f.jpg,20220424_140702_021,010d3b072b0f8988ac240f852e45f49eb5deba522015e4b7a503d3b6bc9e2e37,0,0,0,0,0
train,364,aircraft_surface_damage_crack_v2_0000364.jpg,train,20220424_140702_022_jpg.rf.3e93c266796fd3d39ca949e21e1d399b.jpg,20220424_140702_022,07722a54c320b727994e8a993147138e29445b374baebb013eb945c8a5023ea5,0,0,0,0,0
train,365,aircraft_surface_damage_crack_v2_0000365.jpg,train,20220424_140702_022_jpg.rf.3f7de18ac94e4d86694b49231f69629d.jpg,20220424_140702_022,a72c36bce861117d771c71fb26860c5ba757dc2bae9c0f74d327ef6576bea371,0,0,0,0,0
train,366,aircraft_surface_damage_crack_v2_0000366.jpg,train,20220424_140702_022_jpg.rf.9b19ebe718693cd4dabd38d88abfc8b7.jpg,20220424_140702_022,ea48a43a6add77ce9f50c8cd9003b9369343635679cb36de29d70d28f2787bcf,0,0,0,0,0
train,367,aircraft_surface_damage_crack_v2_0000367.jpg,train,20220424_140702_023_jpg.rf.1ea98e40f9d2e305e4b5c194d8cc504f.jpg,20220424_140702_023,8c1ab57cbccf2ee630e1b5efa1d6e96acd66bec17efddc8e0a6adce565a10ae7,0,0,0,0,0
train,368,aircraft_surface_damage_crack_v2_0000368.jpg,train,20220424_140702_023_jpg.rf.659ca0c33df802d2aba374ecfe9bdeb2.jpg,20220424_140702_023,ae70a376c838bbba3c8355af95d8fadc0a5cb0f2e91cfac89626115aeb827f98,0,0,0,0,0
train,369,aircraft_surface_damage_crack_v2_0000369.jpg,train,20220424_140702_023_jpg.rf.73e974c7f894fc14bd98b1ea80ec693e.jpg,20220424_140702_023,68299b684d7971e0836be97fb63551b717f3f9b7bb85c0b4c0e55ea3e937c54e,0,0,0,0,0
train,370,aircraft_surface_damage_crack_v2_0000370.jpg,train,20220424_140702_024_jpg.rf.3cf0aca0060850eb998ce8444e6ac92b.jpg,20220424_140702_024,4af89e91ffdaaa4e682b23ed525d2dd783dadd24a98d9dcb1aff434a74979605,0,0,0,0,0
train,371,aircraft_surface_damage_crack_v2_0000371.jpg,train,20220424_140702_024_jpg.rf.76b37fdadd26ca46a537dec0c695bf96.jpg,20220424_140702_024,7a531cae27234f60eb905cd2db3c757313805b77476f16661c0eb95102d412b9,0,0,0,0,0
train,372,aircraft_surface_damage_crack_v2_0000372.jpg,train,20220424_140702_024_jpg.rf.b96ed4ad45ac1b722df54ecad612b2ee.jpg,20220424_140702_024,fbca471e0ff690ec61bbaca1c8f2a3495f0273248578967131d7b6f8cee989d0,0,0,0,0,0
train,373,aircraft_surface_damage_crack_v2_0000373.jpg,train,4_jpg.rf.38fa9e4bfe3adc4073de4508c1dc1ceb.jpg,4,8cbe2cdb21c805f7c4c41ca6f1d870ee33b04cb38cdbae11c680f6249418e774,0,0,0,0,0
train,374,aircraft_surface_damage_crack_v2_0000374.jpg,train,4_jpg.rf.4303a0c28e55aa33ef955adea44961c8.jpg,4,57bb98909fd2bb2d76e5f421ccc1439f0c0ce104a0577235c9553139b54a5c07,0,0,0,0,0
train,375,aircraft_surface_damage_crack_v2_0000375.jpg,train,4_jpg.rf.ddf99bc734ade052fc31f71df2ba799f.jpg,4,8f4a14b62a1b38c6fb8a1c09ef8b142368c32d4034fff2a84d8247c821dbfd4d,0,0,0,0,0
train,376,aircraft_surface_damage_crack_v2_0000376.jpg,train,41017_gbgwr800013arssbnir_294785_crop_jpg.rf.4133197bc6c73e0841be2c153b9b657a.jpg,41017_gbgwr800013arssbnir_294785_crop,ff94b2e8f1788eacdc7dda13b8ee2c30fd1ec31b3fe62d328e246e5cd2297af4,1,1,0,0,1
train,377,aircraft_surface_damage_crack_v2_0000377.jpg,train,41017_gbgwr800013arssbnir_294785_crop_jpg.rf.7e9fadbeb726e42298eb58ee36fd4de4.jpg,41017_gbgwr800013arssbnir_294785_crop,f5c639629bc68f8e11a9dcb74c6058c19f8c2c6763dce6c9eb9dc0a671f08381,1,1,0,0,1
train,378,aircraft_surface_damage_crack_v2_0000378.jpg,train,41017_gbgwr800013arssbnir_294785_crop_jpg.rf.da8ea208642a2748ab258ef979b9db0b.jpg,41017_gbgwr800013arssbnir_294785_crop,8ee72ca24fcccde70faebe7b14ee9f18d03307a2b8249d6d15dbdfcb09b8c6b8,1,1,0,0,1
train,379,aircraft_surface_damage_crack_v2_0000379.jpg,train,44762-c4c55ecc7eb41a4a32a18009f3866df9_jpg.rf.6fcbe037e3e4f3c21c6c3c71f56c9d24.jpg,44762-c4c55ecc7eb41a4a32a18009f3866df9,4cc4586c78c333b30564d0d178c66b0f855084ab2c1b446cf90dd9d3c6e15705,1,2,1,1,0
train,380,aircraft_surface_damage_crack_v2_0000380.jpg,train,44762-c4c55ecc7eb41a4a32a18009f3866df9_jpg.rf.a155b263400c0f10cd5683c193cee78f.jpg,44762-c4c55ecc7eb41a4a32a18009f3866df9,a16823f82fa77d7535dd8d1d460a227e4bc9624a486c39cc18aa82ec8ba9a970,1,2,1,0,1
train,381,aircraft_surface_damage_crack_v2_0000381.jpg,train,44762-c4c55ecc7eb41a4a32a18009f3866df9_jpg.rf.eb6adbe03ec56c5230c03b2552cb7de2.jpg,44762-c4c55ecc7eb41a4a32a18009f3866df9,dc74206af8e4d98d32eedb46de81b4cceffdcf9ddab5cc2b1a18af9c36ed0c05,1,2,1,1,0
train,382,aircraft_surface_damage_crack_v2_0000382.jpg,train,4NRWU7AUXNKFPOSDMWQK3LP2ZE_jpg.rf.1f336a954581f165993856c3f8fc31f7.jpg,4nrwu7auxnkfposdmwqk3lp2ze,da8e6c46b370c8d4a5338c0b78b8ef111116391b6e94e1bffc7886bf11420657,1,1,0,0,1
train,383,aircraft_surface_damage_crack_v2_0000383.jpg,train,4NRWU7AUXNKFPOSDMWQK3LP2ZE_jpg.rf.7e5ed1f727601fbd7720fb331a714b5b.jpg,4nrwu7auxnkfposdmwqk3lp2ze,a0412f3682fd0f11ee97fd33c7f8d41af855baabb666cd51df020e76a16373c6,1,1,0,0,1
train,384,aircraft_surface_damage_crack_v2_0000384.jpg,train,4NRWU7AUXNKFPOSDMWQK3LP2ZE_jpg.rf.e396154f474e2158538fd5c541696254.jpg,4nrwu7auxnkfposdmwqk3lp2ze,c4437cf8e495c2c3de8ed0025f0d25b72c0137d9b61581dee3154fc792de1f5b,1,1,0,0,1
train,385,aircraft_surface_damage_crack_v2_0000385.jpg,train,6-1-_jpg.rf.50c6f5aa52df0ed14f007b7a604fa595.jpg,6-1-,766f0735f2c50e6d111c0280a4744b1f39e7cbce47733ee8efa1d8e8f788489b,1,2,1,0,1
train,386,aircraft_surface_damage_crack_v2_0000386.jpg,train,6-1-_jpg.rf.8724fd586a560bc7b2e375f9763aa874.jpg,6-1-,12af6d5387fa44fe9c2085426f0aa63b18395786796cdb95e7f92ede9e429a46,1,2,1,0,1
train,387,aircraft_surface_damage_crack_v2_0000387.jpg,train,6-1-_jpg.rf.e1e8ff6c37dcaef137c9c358de2e365b.jpg,6-1-,f44fbad99d809616d85aec705790e5b0064905f53d86d23cdfb5efe9a8712283,1,2,1,0,1
train,388,aircraft_surface_damage_crack_v2_0000388.jpg,train,66690_westjetencoreq400damage_270137_jpg.rf.6b381d374abb533d06d32f9b4138968c.jpg,66690_westjetencoreq400damage_270137,3215d5d3cb82c1f7e46de0b789b3744e0ae9d6c49fc040d2d0ab516f2f80774b,0,0,0,0,0
train,389,aircraft_surface_damage_crack_v2_0000389.jpg,train,66690_westjetencoreq400damage_270137_jpg.rf.8883a2accb8991f951a60d5f2b54b6bb.jpg,66690_westjetencoreq400damage_270137,ae3a8c965778b170a2e0cc67f1c303756b48483fa3cac855dd26d058e8155a1b,0,0,0,0,0
train,390,aircraft_surface_damage_crack_v2_0000390.jpg,train,66690_westjetencoreq400damage_270137_jpg.rf.de0ed8ce7ad5bd857b9fd2ef62b37e0e.jpg,66690_westjetencoreq400damage_270137,ae704df5c5fde20095017096ddf30ef35914512b30abb9b26c3dd7de4af0cc8e,0,0,0,0,0
train,391,aircraft_surface_damage_crack_v2_0000391.jpg,train,8_jpg.rf.58aa9489c8d1f085a1888f528f62d013.jpg,8,1a06e94422559eb6b725e5cabe7ad7af9745fdf4bf0618b0b07f4184e226865f,1,1,0,0,1
train,392,aircraft_surface_damage_crack_v2_0000392.jpg,train,8_jpg.rf.9dd2bf33ece8355464d2fd953fd3f135.jpg,8,ba2200d66d57f831f7e9e614c2ee5642fadbf8ae52cba13701531cee366626fa,1,1,0,0,1
train,393,aircraft_surface_damage_crack_v2_0000393.jpg,train,8_jpg.rf.e5fbaab005b604d5f8dc96ae99630dd5.jpg,8,e67e067d6ec0d203a2b55bf261afb0ada30d2b2a422814f39cca07aa47d316c0,1,1,0,0,1
train,394,aircraft_surface_damage_crack_v2_0000394.jpg,train,9WJFR_jpg.rf.0e291ea82fa4b440aa9840131d7290f1.jpg,9wjfr,ab382d6954c6887e76ee99a0347b06f783a6d4d9bc595426d787d02fb3ae2341,1,1,0,0,1
train,395,aircraft_surface_damage_crack_v2_0000395.jpg,train,9WJFR_jpg.rf.37fbb2ea230495d4af92e9ca144c59cb.jpg,9wjfr,cafa2632e7aeea9fbae4c21391adc54c497f11daae1fa50db54e13a00cc59f6f,1,1,0,0,1
train,396,aircraft_surface_damage_crack_v2_0000396.jpg,train,9WJFR_jpg.rf.500d618fc17e848c658a78b25b6597c7.jpg,9wjfr,d611a798f38ee4dcaaf34fc17b1e68f84fe0ddb478325f1091321bbc0512878b,1,1,0,0,1
train,397,aircraft_surface_damage_crack_v2_0000397.jpg,train,a0a6a9bd_342e_49c8_bb81_aff34c1884b4_f8fafc9e14d78d749effcce0bb27c750ae0bce11-1-_jpeg_jpg.rf.5d2bb1c8e43db9e7e9d1b0ae1d3a6b83.jpg,a0a6a9bd_342e_49c8_bb81_aff34c1884b4_f8fafc9e14d78d749effcce0bb27c750ae0bce11-1-_jpeg,14cdde5da90b7ed8f11e409d5a3eb3b651489e7a42e2799e3e0fddaf887391ce,1,1,0,0,1
train,398,aircraft_surface_damage_crack_v2_0000398.jpg,train,a0a6a9bd_342e_49c8_bb81_aff34c1884b4_f8fafc9e14d78d749effcce0bb27c750ae0bce11-1-_jpeg_jpg.rf.9781ccea3f1ba0c1ed760e748a21a0bd.jpg,a0a6a9bd_342e_49c8_bb81_aff34c1884b4_f8fafc9e14d78d749effcce0bb27c750ae0bce11-1-_jpeg,8a01c958e47ff944f7a2bd781d93f0d45789394e88dc0069b1f78901326c23f2,1,1,0,0,1
train,399,aircraft_surface_damage_crack_v2_0000399.jpg,train,a0a6a9bd_342e_49c8_bb81_aff34c1884b4_f8fafc9e14d78d749effcce0bb27c750ae0bce11-1-_jpeg_jpg.rf.d0182a978861f79193f40c8198800dd3.jpg,a0a6a9bd_342e_49c8_bb81_aff34c1884b4_f8fafc9e14d78d749effcce0bb27c750ae0bce11-1-_jpeg,482293bf9927a182440021c0795918d9f92d0bfa1421dd0dcb7f2cbb7062e399,1,1,0,0,1
train,400,aircraft_surface_damage_crack_v2_0000400.jpg,train,Accidental-damage-in-aircraft-structures-resulting-from-ground-vehicles_png_jpg.rf.168d2516d3e32edbf01b1b6990d3c4ba.jpg,accidental-damage-in-aircraft-structures-resulting-from-ground-vehicles_png,53770343d3fbf4f388cf0df4ee1e3d451d76e0f7721ab16c574da574cbe71f30,0,0,0,0,0
train,401,aircraft_surface_damage_crack_v2_0000401.jpg,train,Accidental-damage-in-aircraft-structures-resulting-from-ground-vehicles_png_jpg.rf.21ae6ec7c612dbce6e3b1efa56f7428d.jpg,accidental-damage-in-aircraft-structures-resulting-from-ground-vehicles_png,6e44f2a84e0831f4a05e4bb7db8bd2ba0517c6069f43be6e9d90aa381bcd8d5f,0,0,0,0,0
train,402,aircraft_surface_damage_crack_v2_0000402.jpg,train,Accidental-damage-in-aircraft-structures-resulting-from-ground-vehicles_png_jpg.rf.3eb5ede6d9dd05b2299206e8d3746302.jpg,accidental-damage-in-aircraft-structures-resulting-from-ground-vehicles_png,2cfd1605aa59b804ef1f0b23959c095d5ca63066201e38b75e273e86af4299a8,0,0,0,0,0
train,403,aircraft_surface_damage_crack_v2_0000403.jpg,train,ao2008059_fig8_jpg.rf.67ae4c587df2b08d2054e5f4a1ae4c5b.jpg,ao2008059_fig8,01f53122d12642c219c37a3c3f26dbe6c8bf4c765d7a34077057024c0abf1e00,1,1,0,1,0
train,404,aircraft_surface_damage_crack_v2_0000404.jpg,train,ao2008059_fig8_jpg.rf.7f95ac8ba3bbafc384605c0c689ec49d.jpg,ao2008059_fig8,9cdfe0a8ed3461d12ed261aeef9be1a061385ea798e6e9c78af6cad716d50004,1,1,1,0,0
train,405,aircraft_surface_damage_crack_v2_0000405.jpg,train,ao2008059_fig8_jpg.rf.c99b55cd69c75b11bfb12ae0f071c960.jpg,ao2008059_fig8,73ff1711179dcbb8cb209fdb209ab4a858fa9b47008c43844d10caa493154072,1,1,1,0,0
